,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred
508,World,2021-07-23,193822622.0,728208.0,539994.857,4144359.0,8319.0,8412.286,24612.504,92.471,68.571,526.27,1.056,1.068,1.09,3857989515.0,2129002395.0,847494600.0,6161863.0,40071823.0,31961319.0,48.99,27.04,10.76,0.08,4059.0,16918935.0,0.215
509,World,2021-07-24,194255727.0,492480.0,540275.286,4153053.0,8697.0,8580.857,24667.501,62.537,68.607,527.374,1.104,1.09,1.09,3888920151.0,2138245015.0,855395345.0,6201101.0,33823972.0,32462021.0,49.38,27.15,10.86,0.08,4122.0,16867923.0,0.214
510,World,2021-07-25,194702000.0,446273.0,543840.857,4160385.0,7332.0,8694.143,24724.171,56.67,69.059,528.305,0.931,1.104,1.09,3915978150.0,2146325701.0,863011463.0,6367519.0,25963824.0,32885663.0,49.73,27.26,10.96,0.08,4176.0,16859004.0,0.214
511,World,2021-07-26,195240122.0,538122.0,551251.0,4168798.0,8413.0,8876.143,24792.504,68.333,70.0,529.373,1.068,1.127,1.09,3957149849.0,2163071630.0,874666179.0,6587470.0,38310888.0,34308679.0,50.25,27.47,11.11,0.08,4357.0,17343211.0,0.22
512,World,2021-07-27,195846786.0,606664.0,561836.714,4178641.0,9844.0,8576.714,24869.541,77.037,71.345,530.623,1.25,1.089,1.09,3997845729.0,2175959420.0,885279317.0,6810200.0,41559611.0,35842936.0,50.77,27.63,11.24,0.09,4552.0,17678656.0,0.224
513,World,2021-07-28,196496788.0,650002.0,575297.714,4188794.0,10153.0,8790.0,24952.082,82.54,73.054,531.913,1.289,1.116,1.09,4040160810.0,2190154515.0,895312272.0,7034747.0,42810783.0,37422886.0,51.3,27.81,11.37,0.09,4752.0,18264065.0,0.232
514,World,2021-07-29,197139825.0,643037.0,586398.0,4199057.0,10263.0,9003.0,25033.738,81.656,74.464,533.216,1.303,1.143,1.09,4085809534.0,2205575344.0,907385624.0,7258688.0,44658689.0,38364911.0,51.88,28.01,11.52,0.09,4872.0,18664818.0,0.237
515,World,2021-07-30,197872397.0,732572.0,587021.429,4208608.0,9552.0,9179.143,25126.763,93.025,74.543,534.429,1.213,1.166,1.09,4128812414.0,2220039516.0,917322951.0,7404545.0,44182828.0,39165315.0,52.43,28.19,11.65,0.09,4973.0,19105233.0,0.243
516,World,2021-07-31,198391263.0,518866.0,590790.857,4217441.0,8833.0,9198.571,25192.651,65.888,75.021,535.55,1.122,1.168,1.08,4161121634.0,2229899504.0,924418629.0,7454979.0,37711770.0,39954438.0,52.84,28.32,11.74,0.09,5074.0,19635704.0,0.249
517,World,2021-08-01,198875423.0,484160.0,596203.286,4224808.0,7367.0,9203.571,25254.132,61.481,75.709,536.486,0.935,1.169,1.08,4200573593.0,2245135060.0,931527467.0,7541991.0,33592664.0,41143050.0,53.34,28.51,11.83,0.1,5225.0,20147213.0,0.256
518,World,2021-08-02,199442902.0,567479.0,600397.143,4232853.0,8045.0,9151.0,25326.193,72.061,76.241,537.507,1.022,1.162,1.08,4239399488.0,2256570869.0,939649074.0,7725067.0,39887582.0,41621590.0,53.83,28.65,11.93,0.1,5285.0,20296448.0,0.258
519,World,2021-08-03,200077423.0,634521.0,604376.714,4243257.0,10404.0,9231.0,25406.767,80.574,76.747,538.829,1.321,1.172,1.08,4294448399.0,2279634079.0,951970301.0,7950224.0,45737615.0,42478563.0,54.53,28.95,12.09,0.1,5394.0,20832602.0,0.265
520,World,2021-08-04,200757742.0,680319.0,608707.714,4253757.0,10506.0,9281.429,25493.158,86.39,77.297,540.162,1.334,1.179,1.07,4339570023.0,2296883182.0,961783367.0,8050787.0,48823913.0,42941186.0,55.11,29.17,12.21,0.1,5453.0,21367732.0,0.271
521,World,2021-08-05,201443072.0,685330.0,614749.571,4264707.0,10951.0,9379.714,25580.184,87.026,78.064,541.552,1.391,1.191,1.07,4380386097.0,2312043719.0,971497853.0,8381779.0,42656567.0,42210438.0,55.62,29.36,12.34,0.11,5360.0,21259576.0,0.27
522,World,2021-08-06,202262721.0,819649.0,627189.143,4275154.0,10451.0,9508.143,25684.267,104.083,79.643,542.879,1.327,1.207,1.07,4418298851.0,2324973989.0,979661096.0,8569506.0,42882920.0,41691778.0,56.11,29.52,12.44,0.11,5294.0,21212431.0,0.269
523,World,2021-08-07,202826244.0,563523.0,633568.714,4283821.0,8672.0,9485.143,25755.826,71.559,80.454,543.98,1.101,1.204,1.07,4449467823.0,2335864232.0,987646602.0,8723459.0,36196666.0,41096305.0,56.5,29.66,12.54,0.11,5219.0,21007210.0,0.267
524,World,2021-08-08,203296149.0,469905.0,631532.286,4291260.0,7439.0,9495.429,25815.496,59.671,80.195,544.924,0.945,1.206,1.06,4480303011.0,2347978111.0,994190338.0,8899314.0,31717741.0,40501405.0,56.89,29.82,12.62,0.11,5143.0,21053746.0,0.267
525,World,2021-08-09,203910207.0,614058.0,638186.429,4300016.0,8756.0,9597.0,25893.472,77.976,81.04,546.036,1.112,1.219,1.05,4523118889.0,2367511500.0,1010343952.0,9169401.0,37094038.0,39628122.0,57.44,30.06,12.83,0.12,5032.0,21056660.0,0.267
526,World,2021-08-10,204555978.0,645771.0,639793.571,4311607.0,11591.0,9766.571,25975.475,82.003,81.244,547.508,1.472,1.24,1.05,4562913686.0,2382463648.0,1022128428.0,9603847.0,41595794.0,38657786.0,57.94,30.25,12.98,0.12,4909.0,20827172.0,0.264
527,World,2021-08-11,205286573.0,730595.0,646975.857,4322123.0,10516.0,9768.0,26068.25,92.774,82.156,548.843,1.335,1.24,1.05,4600729657.0,2397375520.0,1032766633.0,10059174.0,39148426.0,37463673.0,58.42,30.44,13.11,0.13,4757.0,20364434.0,0.259
528,World,2021-08-12,205992535.0,705962.0,649923.286,4332627.0,10504.0,9704.143,26157.896,89.646,82.53,550.177,1.334,1.232,1.04,4634893075.0,2408579947.0,1820455922.0,10533594.0,39330549.0,37408874.0,58.86,30.59,23.12,0.13,4750.0,20654780.0,0.262
529,World,2021-08-13,206794496.0,801961.0,647396.429,4343084.0,10457.0,9705.0,26259.733,101.837,82.209,551.505,1.328,1.232,1.04,4679909897.0,2428780094.0,1833197705.0,10863038.0,41243496.0,37433232.0,59.43,30.84,23.28,0.14,4753.0,20918339.0,0.266
530,World,2021-08-14,207351868.0,557372.0,646517.714,4351808.0,8724.0,9712.429,26330.511,70.778,82.098,552.613,1.108,1.233,1.04,4711077054.0,2440644575.0,1842907446.0,11093378.0,36721991.0,37397122.0,59.82,30.99,23.4,0.14,4749.0,21130041.0,0.268
531,World,2021-08-15,207822058.0,470190.0,646558.429,4359220.0,7412.0,9708.571,26390.217,59.707,82.103,553.554,0.941,1.233,1.03,4735044058.0,2451335406.0,1849124991.0,11334592.0,30725339.0,36548690.0,60.13,31.13,23.48,0.14,4641.0,20858718.0,0.265
532,World,2021-08-16,208477000.0,654942.0,652399.0,4368980.0,9760.0,9852.0,26473.385,83.168,82.845,554.794,1.239,1.251,1.03,4776641301.0,2469495875.0,1859471691.0,11891248.0,38516785.0,36407790.0,60.66,31.36,23.61,0.15,4623.0,20673639.0,0.263
533,World,2021-08-17,209159137.0,682137.0,657594.143,4379749.0,10769.0,9734.571,26560.006,86.621,83.504,556.161,1.367,1.236,1.03,4817018185.0,2484766587.0,1871527775.0,12553663.0,39574452.0,36317727.0,61.17,31.55,23.77,0.16,4612.0,20620824.0,0.262
534,World,2021-08-18,209895112.0,735975.0,658362.714,4390562.0,10813.0,9777.0,26653.464,93.458,83.602,557.534,1.373,1.242,1.03,4855104978.0,2497998723.0,1882393110.0,13293822.0,37956405.0,36382260.0,61.65,31.72,23.9,0.17,4620.0,20441073.0,0.26
535,World,2021-08-19,210607082.0,711970.0,659221.0,4402002.0,11440.0,9910.714,26743.873,90.409,83.711,558.987,1.453,1.259,1.02,4890643511.0,2510358095.0,1893200471.0,13860438.0,36752352.0,35989370.0,62.1,31.88,24.04,0.18,4570.0,19881540.0,0.252
536,World,2021-08-20,211392322.0,785240.0,656832.286,4412488.0,10486.0,9914.857,26843.586,99.713,83.408,560.318,1.332,1.259,1.02,4930595041.0,2527309174.0,1905834786.0,14397825.0,36991258.0,35369695.0,62.61,32.09,24.2,0.18,4491.0,19399395.0,0.246
537,World,2021-08-21,211958185.0,565863.0,658045.286,4421395.0,8907.0,9941.0,26915.442,71.856,83.562,561.449,1.131,1.262,1.01,4961523217.0,2538798875.0,1912932702.0,14638437.0,31218374.0,35057164.0,63.0,32.24,24.29,0.19,4452.0,18822789.0,0.239
538,World,2021-08-22,212411948.0,453763.0,655698.571,4429083.0,7688.0,9980.429,26973.063,57.621,83.264,562.426,0.976,1.267,1.01,4990735604.0,2547612315.0,1920944283.0,14850137.0,27257651.0,35570048.0,63.37,32.35,24.39,0.19,4517.0,18690210.0,0.237
539,World,2021-08-23,213082892.0,670944.0,657984.571,4439030.0,9947.0,10007.143,27058.263,85.2,83.554,563.689,1.263,1.271,1.01,5023032904.0,2556192000.0,1929356638.0,15406352.0,34033070.0,35715890.0,63.78,32.46,24.5,0.2,4535.0,18270161.0,0.232
540,World,2021-08-24,213759479.0,676587.0,657191.714,4450070.0,11040.0,10045.857,27144.179,85.916,83.453,565.091,1.402,1.276,1.01,5068659966.0,2572818040.0,1944140074.0,15936299.0,40130583.0,35920510.0,64.36,32.67,24.69,0.2,4561.0,18179892.0,0.231
541,World,2021-08-25,214496672.0,737193.0,657365.714,4461418.0,11348.0,10122.286,27237.791,93.612,83.475,566.532,1.441,1.285,1.01,5112106125.0,2589404037.0,1956522251.0,16458004.0,41213756.0,36536583.0,64.92,32.88,24.84,0.21,4640.0,18583228.0,0.236
542,World,2021-08-26,215232942.0,736270.0,660837.143,4473016.0,11598.0,10144.857,27331.286,93.495,83.916,568.005,1.473,1.288,1.0,5154014221.0,3054099575.0,2080791278.0,17009915.0,40812708.0,37319892.0,65.45,38.78,26.42,0.22,4739.0,18704107.0,0.238
543,World,2021-08-27,215984484.0,751542.0,656023.143,4483360.0,10344.0,10124.571,27426.72,95.434,83.305,569.318,1.314,1.286,0.99,5204956176.0,3074377704.0,2096338059.0,17463391.0,48246524.0,39035194.0,66.09,39.04,26.62,0.22,4957.0,18754516.0,0.238
544,World,2021-08-28,216550663.0,566179.0,656068.286,4491808.0,8448.0,10059.0,27498.617,71.896,83.311,570.391,1.073,1.277,0.99,5240955660.0,3087399529.0,2105386587.0,17655686.0,39765921.0,40279237.0,66.55,39.21,26.74,0.22,5115.0,18882001.0,0.24
545,World,2021-08-29,217004643.0,453980.0,656099.286,4498546.0,6738.0,9923.286,27556.265,57.649,83.315,571.246,0.856,1.26,0.98,5280750717.0,3101596555.0,2118324874.0,17852697.0,31345549.0,40928115.0,67.06,39.39,26.9,0.23,5197.0,18712133.0,0.238
546,World,2021-08-30,217658888.0,654245.0,653713.714,4508006.0,9460.0,9853.714,27639.344,83.079,83.012,572.448,1.201,1.251,0.98,5315269280.0,3113834470.0,2128806943.0,18312484.0,36224832.0,41124420.0,67.5,39.54,27.03,0.23,5222.0,18719658.0,0.238
547,World,2021-08-31,218280141.0,621253.0,645808.857,4517215.0,9500.0,9633.714,27718.234,78.89,82.008,573.617,1.206,1.223,0.97,5356839578.0,3128680773.0,2142363434.0,19207417.0,38824124.0,40701156.0,68.02,39.73,27.2,0.24,5168.0,18062046.0,0.229
548,World,2021-09-01,218999473.0,719332.0,643257.286,4529703.0,12488.0,9796.571,27809.578,91.344,81.684,575.203,1.586,1.244,0.97,5402289522.0,3150361870.0,2157068209.0,19866006.0,46845402.0,41029136.0,68.6,40.0,27.39,0.25,5210.0,18169519.0,0.231
549,World,2021-09-02,219675787.0,678021.0,634936.0,4540914.0,11211.0,9741.286,27895.459,86.098,80.627,576.627,1.424,1.237,0.96,5435244277.0,3163639474.0,2168304340.0,20494276.0,36264267.0,39896608.0,69.02,40.17,27.53,0.26,5066.0,17632504.0,0.224
550,World,2021-09-03,220399906.0,724120.0,631018.571,4551614.0,10700.0,9792.143,27987.411,91.952,80.13,577.985,1.359,1.243,0.95,5463406004.0,3174096196.0,2178054486.0,21013536.0,34540313.0,37510726.0,69.38,40.31,27.66,0.27,4763.0,16844107.0,0.214
551,World,2021-09-04,220905987.0,506081.0,622433.143,4559353.0,7739.0,9690.857,28051.676,64.265,79.039,578.968,0.983,1.231,0.95,5488881027.0,3181929384.0,2187374128.0,21175408.0,26527131.0,35326840.0,69.7,40.41,27.78,0.27,4486.0,15837305.0,0.201
552,World,2021-09-05,221361919.0,455932.0,622712.0,4565832.0,6481.0,9654.143,28109.572,57.896,79.075,579.791,0.823,1.226,0.94,5519702109.0,3194088575.0,2198756746.0,21374615.0,26123886.0,34369258.0,70.09,40.56,27.92,0.27,4364.0,15657290.0,0.199
553,World,2021-09-06,221821166.0,459260.0,594857.0,4573841.0,8009.0,9446.857,28167.89,58.319,75.538,580.808,1.017,1.2,0.94,5546805828.0,3227749482.0,2288546726.0,21768960.0,26514975.0,32839579.0,70.44,40.99,29.06,0.28,4170.0,15238253.0,0.194
554,World,2021-09-07,222477420.0,656254.0,599857.143,4584329.0,10491.0,9588.429,28251.224,83.334,76.173,582.14,1.332,1.218,0.94,5583712795.0,3245662605.0,2300969760.0,22270491.0,39305024.0,32986949.0,70.9,41.21,29.22,0.28,4189.0,15715749.0,0.2
555,World,2021-09-08,223114436.0,637016.0,588097.714,4594430.0,10101.0,9247.429,28332.115,80.891,74.679,583.422,1.283,1.174,0.94,5623226520.0,3263696003.0,2318238096.0,22780790.0,39351961.0,32136388.0,71.41,41.44,29.44,0.29,4081.0,14837141.0,0.188
556,World,2021-09-09,223754367.0,639931.0,582656.286,4605143.0,10713.0,9176.286,28413.377,81.261,73.988,584.783,1.36,1.165,0.94,5660796009.0,3287233317.0,2334555975.0,23427875.0,37411547.0,32503077.0,71.88,41.74,29.65,0.3,4127.0,15075432.0,0.191
557,World,2021-09-10,224413613.0,659246.0,573388.571,4614335.0,9192.0,8960.857,28497.091,83.714,72.812,585.95,1.167,1.138,0.94,5690187655.0,3299818365.0,2346075109.0,23978271.0,32374968.0,32443512.0,72.26,41.9,29.79,0.3,4120.0,14972130.0,0.19
558,World,2021-09-11,224891785.0,478172.0,569401.571,4622727.0,8393.0,9054.286,28557.811,60.721,72.305,587.016,1.066,1.15,0.94,5723802859.0,3313184535.0,2358314033.0,24139536.0,35855088.0,33852649.0,72.68,42.07,29.95,0.31,4299.0,15675152.0,0.199
559,World,2021-09-12,225268749.0,376964.0,558120.429,4628307.0,5580.0,8925.571,28605.68,47.869,70.873,587.724,0.709,1.133,0.94,5758873282.0,3328939118.0,2370515339.0,24376235.0,26123705.0,33884964.0,73.13,42.27,30.1,0.31,4303.0,15598755.0,0.198
560,World,2021-09-13,225830911.0,562162.0,572820.714,4637342.0,9035.0,9072.143,28677.066,71.386,72.739,588.871,1.147,1.152,0.94,5790674819.0,3343063007.0,2382060324.0,24846871.0,33181283.0,34909805.0,73.53,42.45,30.25,0.32,4433.0,16000268.0,0.203
561,World,2021-09-14,226381561.0,550650.0,557734.429,4647241.0,9899.0,8987.571,28746.99,69.924,70.824,590.128,1.257,1.141,0.94,5818193247.0,3354278907.0,2393653951.0,25384027.0,26891590.0,33006112.0,73.88,42.59,30.4,0.32,4191.0,14993779.0,0.19
562,World,2021-09-15,226948724.0,568339.0,547923.429,4657708.0,10467.0,9039.857,28819.011,72.17,69.578,591.458,1.329,1.148,0.94,5849580580.0,3367548707.0,2448373241.0,25889832.0,33289652.0,31920577.0,74.28,42.76,31.09,0.33,4053.0,14693503.0,0.187
563,World,2021-09-16,227535843.0,587119.0,540378.857,4668182.0,10474.0,9005.714,28893.566,74.555,68.62,592.788,1.33,1.144,0.94,5880534084.0,3381118954.0,2461035694.0,26364169.0,34365491.0,31271698.0,74.67,42.94,31.25,0.33,3971.0,14378379.0,0.183
564,World,2021-09-17,228159236.0,623393.0,535257.0,4677225.0,9043.0,8984.429,28972.727,79.161,67.969,593.936,1.148,1.141,0.94,5906866673.0,3391975188.0,2471746011.0,26853515.0,32440244.0,31020526.0,75.01,43.07,31.39,0.34,3939.0,14363434.0,0.182
565,World,2021-09-18,228690273.0,406159.0,524969.429,4683768.0,6543.0,8720.143,29040.161,51.576,66.663,594.767,0.831,1.107,0.95,5945561845.0,3419652613.0,2496277202.0,27068494.0,41767714.0,31503861.0,75.5,43.42,31.7,0.34,4001.0,15047729.0,0.191
566,World,2021-09-19,229059276.0,369003.0,523832.143,4689796.0,6028.0,8784.143,29087.019,46.858,66.519,595.532,0.765,1.115,0.94,5971484438.0,3431204134.0,2506848532.0,27230210.0,28524747.0,31429361.0,75.83,43.57,31.83,0.35,3991.0,15337113.0,0.195
567,World,2021-09-20,229575591.0,516315.0,517282.571,4697934.0,8168.0,8660.286,29152.583,65.564,65.687,596.566,1.037,1.1,0.93,5999747617.0,3443912849.0,2518606664.0,27730829.0,27443366.0,30198352.0,76.19,43.73,31.98,0.35,3835.0,14962812.0,0.19
568,World,2021-09-21,230064913.0,489322.0,508521.429,4707357.0,9423.0,8592.286,29214.719,62.136,64.574,597.762,1.197,1.091,0.92,6029872024.0,3458798243.0,2531480873.0,28261491.0,30881745.0,30556926.0,76.57,43.92,32.15,0.36,3880.0,15603835.0,0.198
569,World,2021-09-22,230599619.0,534706.0,503716.714,4717097.0,9740.0,8488.429,29282.619,67.899,63.964,598.999,1.237,1.078,0.92,6056897237.0,3470972484.0,2542039996.0,28858494.0,30857060.0,30038598.0,76.91,44.08,32.28,0.37,3814.0,15555933.0,0.198
